Estación|Nombre estación|Red|Nombre red|Canales|Instrumentos|Región|Provincia|Comuna|Inicio registros|Término registros|Latitud|Longitud|Datum|Elevación
A04P|014 Reten Codpa|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Arica y Parinacota|Arica|Camarones|2012-02-08|2599-12-31|-18.833693|-69.744431|WGS84|1902.0
A06P|013 3ra Comisaria Arica|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Arica y Parinacota|Arica|Arica|2017-05-19|2599-12-31|-18.469727|-70.293434|WGS84|76.0
A13P|011 Reten San Miguel de Azapa|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Arica y Parinacota|Arica|Arica|2006-01-01|2599-12-31|-18.51874|-70.17931|WGS84|251.0
A14P|001 Aeropuerto Chacaluuta|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Arica y Parinacota|Arica|Arica|2016-09-22|2599-12-31|-18.35109|-70.33592|WGS84|45.0
A16P|012 Tenencia Carretera Arica (Cuya)|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Arica y Parinacota|Arica|Camarones|2016-02-12|2599-12-31|-19.160055|-70.179672|WGS84|127.0
A17P|015 Salar de Surire|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Arica y Parinacota|Parinacota|Putre|2012-05-07|2599-12-31|-18.853455|-69.143036|WGS84|4323.0
A20P|010 Planta Quiborax|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Arica y Parinacota|Arica|Arica|2016-01-20|2599-12-31|-18.448128|-69.880974|WGS84|1706.0
A28C|100 Subcomisaria Tierra Amarilla|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Atacama|Copiapó|Tierra Amarilla|2016-03-07|2599-12-31|-27.466421|-70.265381|WGS84|518.0
A29C|101 ENAMI Paipote|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Atacama|Copiapó|Copiapó|2016-03-07|2599-12-31|-27.421762|-70.259689|WGS84|488.0
A30C|102 Subcomisaria Caldera|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Atacama|Copiapó|Caldera|2016-04-16|2599-12-31|-27.06987|-70.82042|WGS84|41.0
KMI|185 SERVIU Rancagua|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Libertador General Bernardo O'Higgins|Cachapoal|Rancagua|2011-12-28|2599-12-31|-34.166553|-70.737251|WGS84|522.0
B02I|225 4ta Comisaria Hualpen|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Biobío|Concepción|Hualpén|2006-01-01|2599-12-31|-36.782768|-73.102036|WGS84|26.0
KMI|220 3ra Comisaria Lota|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Biobío|Concepción|Lota|2012-01-26|2599-12-31|-37.088394|-73.16033|WGS84|70.0
B09I|234 Tenencia Antuco|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Biobío|Biobío|Antuco|2012-01-27|2599-12-31|-37.329216|-71.659576|WGS84|585.0
KMI|194 Hospital de Santa Cruz|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Libertador General Bernardo O'Higgins|Colchagua|Santa Cruz|2014-04-22|2599-12-31|-34.633869|-71.357529|WGS84|190.0
B16I|228 Reten San Ignacio|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Ñuble|Diguillín|San Ignacio|2012-01-27|2599-12-31|-36.801743|-72.028976|WGS84|251.0
C01O|131 6ta Comisaria Las Companias|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Coquimbo|Elqui|La Serena|2016-01-08|2599-12-31|-29.876982|-71.2379|WGS84|113.0
C03O|119 5ta Comisaria Vicuna|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Coquimbo|Elqui|Vicuña|2015-11-07|2599-12-31|-30.037054|-70.71035|WGS84|649.0
C05O|128 Tenencia Punitaqui|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Coquimbo|Limarí|Punitaqui|2018-02-06|2599-12-31|-30.8331|-71.2577|WGS84|215.0
C06O|106 Aeropuerto La Florida|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Coquimbo|Elqui|La Serena|2015-10-03|2599-12-31|-29.917912|-71.200897|WGS84|180.0
C07O|112 4ta Comisaria Illapel|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Coquimbo|Choapa|Illapel|2015-09-29|2599-12-31|-31.633595|-71.167526|WGS84|341.0
C08O|127 Pueblo de Artesanos de Combarbala|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Coquimbo|Limarí|Combarbalá|2016-04-04|2599-12-31|-31.187204|-71.000839|WGS84|953.0
C09O|116 Reten La Higuera|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Coquimbo|Elqui|La Higuera|2015-10-03|2599-12-31|-29.510559|-71.200157|WGS84|610.0
C10O|121 Tenencia Andacollo|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Coquimbo|Elqui|Andacollo|2014-05-21|2599-12-31|-30.233898|-71.081604|WGS84|1084.0
C11O|130 Subcomisaria Monte Patria|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Coquimbo|Limarí|Monte Patria|2015-09-30|2599-12-31|-30.6964|-70.958916|WGS84|451.0
C12O|125 Municipalidad de Canela|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Coquimbo|Choapa|Canela|2015-09-29|2599-12-31|-31.398216|-71.45842|WGS84|301.0
C13O|126 Tenencia Carretera Limari|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Coquimbo|Limarí|Ovalle|2015-12-22|2599-12-31|-30.579296|-71.49456|WGS84|242.0
C14O|118 Centro Deportivo Municipal Pisco Elqui|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Coquimbo|Elqui|Paiguano|2014-05-24|2599-12-31|-30.123091|-70.490608|WGS84|1261.0
C15O|115 Posta de Salud Rural El Trapiche|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Coquimbo|Elqui|La Higuera|2015-06-17|2599-12-31|-29.373028|-71.114906|WGS84|313.0
C16O|103 Escuela Caleta San Pedro|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Coquimbo|Elqui|La Serena|2015-12-23|2599-12-31|-29.879189|-71.271408|WGS84|37.0
C17O|104 Regimiento de Infanteria No 21|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Coquimbo|Elqui|La Serena|2018-03-09|2599-12-31|-29.904385|-71.237915|WGS84|125.0
C18O|122 Reten Hurtado|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Coquimbo|Limarí|Río Hurtado|2015-05-27|2599-12-31|-30.277798|-70.669189|WGS84|1239.0
C19O|110 Las Tacas|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Coquimbo|Elqui|Coquimbo|2015-05-27|2599-12-31|-30.093431|-71.368965|WGS84|92.0
C20O|108 Hospital San Pablo de Coquimbo|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Coquimbo|Elqui|Coquimbo|2016-01-08|2599-12-31|-29.968155|-71.337402|WGS84|74.0
C21O|113 Centro Recreacional SERVIU Los Vilos|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Coquimbo|Choapa|Los Vilos|2015-06-12|2599-12-31|-31.898651|-71.49269|WGS84|51.0
KMI|109 Universidad Catolica del Norte (Guayacan)|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Coquimbo|Elqui|Coquimbo|2015-06-13|2599-12-31|-29.965494|-71.351135|WGS84|56.0
C23O|123 Estadio Municipal de Salamanca|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Coquimbo|Choapa|Salamanca|2015-06-14|2599-12-31|-31.783749|-70.969765|WGS84|528.0
C24O|107 6ta Compania de Bomberos de Penuelas|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Coquimbo|Elqui|Coquimbo|2015-06-14|2599-12-31|-29.954636|-71.301483|WGS84|38.0
C25O|124 Escuela Basica de Batuco|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Coquimbo|Choapa|Salamanca|2015-06-15|2599-12-31|-31.944262|-70.61014|WGS84|1158.0
C26O|133 Campamento Direccion Vialidad Tongoy|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Coquimbo|Elqui|Coquimbo|2015-12-22|2599-12-31|-30.25898|-71.49046|WGS84|10.0
C27O|117 Escuela Rural Basica Los Morros|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Coquimbo|Elqui|La Higuera|2015-06-23|2599-12-31|-29.384096|-70.74482|WGS84|1707.0
C28O|114 Posta de Salud Rural Los Choros|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Coquimbo|Elqui|La Higuera|2015-07-16|2599-12-31|-29.290583|-71.307632|WGS84|82.0
C29O|111 Gobernacion del Limari (Ovalle)|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Coquimbo|Limarí|Ovalle|2016-07-28|2599-12-31|-30.60114|-71.20119|WGS84|258.0
C32O|129 Escuela Santa Bernardita de Pedregal|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Coquimbo|Limarí|Monte Patria|2015-06-26|2599-12-31|-30.85489|-70.70735|WGS84|925.0
C33O|105 Estadio La Portada de La Serena|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Coquimbo|Elqui|La Serena|2012-02-02|2599-12-31|-29.910751|-71.250854|WGS84|52.0
L10R|258 Subcominara Paillaco|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Los Ríos|Valdivia|Paillaco|2014-12-05|2599-12-31|-40.069515|-72.872894|WGS84|111.0
L18L|278 3ra Comisaria Futaleufu|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Los Lagos|Palena|Futaleufú|2013-12-16|2599-12-31|-43.18709|-71.8672|WGS84|367.0
M11L|200 Tenencia Carlos Trupp|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Maule|Talca|Talca|2013-05-27|2599-12-31|-35.440094|-71.632019|WGS84|136.0
M18L|214 Aduana PDI - Avanzada La Mina|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Maule|Talca|San Clemente|2013-12-09|2599-12-31|-35.824471|-70.794579|WGS84|948.0
M20L|132 Sitio Privado San Rafael|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Maule|Talca|San Rafael|2016-01-01|2599-12-31|-35.35445|-71.441666|WGS84|190.0
R01M|171 Wallmart Quilicura|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Metropolitana de Santiago|Santiago|Quilicura|2017-09-25|2599-12-31|-33.361923|-70.700233|WGS84|527.0
R02M|167 Club Militar de Suboficiales del Ejercito|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Metropolitana de Santiago|Santiago|Santiago|2016-01-28|2599-12-31|-33.47276|-70.6598|WGS84|553.0
R03M|169 Museo Interactivo Mirador|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Metropolitana de Santiago|Santiago|La Granja|2015-12-10|2599-12-31|-33.519829|-70.611633|WGS84|617.0
R10M|163 Hospital Psiquiatrico El Peral|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Metropolitana de Santiago|Cordillera|Puente Alto|2014-09-03|2599-12-31|-33.578548|-70.551483|WGS84|717.0
R11M|170 Recinto Municipal Farellones|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Metropolitana de Santiago|Santiago|Lo Barnechea|2018-01-04|2599-12-31|-33.351948|-70.311394|WGS84|2504.0
R12M|161 Ciudad Empresarial (Huechuraba)|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Metropolitana de Santiago|Santiago|Huechuraba|2015-12-19|2599-12-31|-33.388645|-70.621552|WGS84|546.0
R13M|168 Peaje Lampa|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Metropolitana de Santiago|Chacabuco|Colina|2015-11-18|2599-12-31|-33.215488|-70.766876|WGS84|531.0
R15M|159 Centro Civico Municipalidad de Lo Barnechea|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Metropolitana de Santiago|Santiago|Lo Barnechea|2014-09-03|2599-12-31|-33.35788|-70.50838|WGS84|859.0
R17M|158 Municipalidad de Colina (Direccion del Transito)|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Metropolitana de Santiago|Chacabuco|Colina|2016-04-08|2599-12-31|-33.205536|-70.683731|WGS84|612.0
R18M|162 Estadio Bueras (Municipal de Maipu)|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Metropolitana de Santiago|Santiago|Maipú|2015-03-26|2599-12-31|-33.508408|-70.74879|WGS84|517.0
R21M|160 Grupo 10 FACH SAF|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Metropolitana de Santiago|Santiago|Pudahuel|2015-03-25|2599-12-31|-33.380993|-70.79615|WGS84|501.0
R22M|164 Clinica PDI Brown Norte|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Metropolitana de Santiago|Santiago|Ñuñoa|2018-08-24|2599-12-31|-33.453106|-70.591489|WGS84|603.0
R23M|165 Cuartel de Investigaciones Macul|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Metropolitana de Santiago|Santiago|Ñuñoa|2015-04-11|2599-12-31|-33.471573|-70.598465|WGS84|602.0
R25M|166 Escuela de Infanteria del Ejercito San Bernardo|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Metropolitana de Santiago|Maipo|San Bernardo|2017-11-29|2599-12-31|-33.585097|-70.7025|WGS84|548.0
R27M|154 Casona Beauchef|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Metropolitana de Santiago|Santiago|Santiago|2019-03-27|2599-12-31|-33.463146|-70.6644|WGS84|565.0
V01A|145 8va Comisaria Florida|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Valparaíso|Valparaíso|Valparaíso|2015-11-07|2599-12-31|-33.053082|-71.622063|WGS84|150.0
V02A|156 5ta Comisaria Vina del Mar (Miraflores)|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Valparaíso|Valparaíso|Viña del Mar|2015-10-01|2599-12-31|-33.023109|-71.517822|WGS84|267.0
V03A|152 2da Comisaria Quilpue|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Valparaíso|Marga Marga|Quilpué|2017-01-18|2599-12-31|-33.055107|-71.43856|WGS84|149.0
V04A|146 Tenencia Petorca|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Valparaíso|Petorca|Petorca|2015-11-07|2599-12-31|-32.251038|-70.930771|WGS84|538.0
V05A|136 Tenencia Renaca|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Valparaíso|Valparaíso|Viña del Mar|2017-05-04|2599-12-31|-32.969833|-71.54248|WGS84|50.0
V06A|138 PDI Valparaiso San Francisco|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Valparaíso|Valparaíso|Valparaíso|2015-04-23|2599-12-31|-33.037445|-71.632675|WGS84|40.0
V08A|135 Poblacion Vergara Oficina Transito Municipal|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Valparaíso|Valparaíso|Viña del Mar|2015-09-16|2599-12-31|-33.020064|-71.549814|WGS84|20.0
V09A|139 Congreso Nacional|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Valparaíso|Valparaíso|Valparaíso|2015-10-03|2599-12-31|-33.048138|-71.604485|WGS84|42.0
V11A|143 2da Comisaria San Felipe|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Valparaíso|San Felipe de Aconcagua|San Felipe|2014-11-17|2599-12-31|-32.755706|-70.72522|WGS84|673.0
V12A|147 Direccion de Vialidad MOP La Ligua|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Valparaíso|Petorca|La Ligua|2017-05-31|2599-12-31|-32.4501|-71.23666|WGS84|86.0
V13A|148 Reten Papudo|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Valparaíso|Petorca|Papudo|2015-09-16|2599-12-31|-32.5062|-71.4421|WGS84|23.0
V14A|157 Edificio Servicios Publicos Casablanca|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Valparaíso|Valparaíso|Casablanca|2011-12-21|2599-12-31|-33.321525|-71.410339|WGS84|298.0
V15A|149 Regimiento de Caballeria Blindada Granaderos Quillota|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Valparaíso|Quillota|Quillota|2014-11-17|2599-12-31|-32.91491|-71.23254|WGS84|139.0
V16A|141 Hospital IST San Antonio|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Valparaíso|San Antonio|San Antonio|2014-09-05|2599-12-31|-33.590405|-71.604614|WGS84|98.0
V17A|142 Estadio Municipal de San Antonio|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Valparaíso|San Antonio|San Antonio|2014-10-14|2599-12-31|-33.605484|-71.61432|WGS84|40.0
V18A|151 Comisaria Penablanca|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Valparaíso|Marga Marga|Villa Alemana|2014-11-17|2599-12-31|-33.05151|-71.338043|WGS84|199.0
V19A|150 Cuartel Portillo - Escuela de Montana|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Valparaíso|Los Andes|Los Andes|2017-05-26|2599-12-31|-32.845768|-70.12969|WGS84|2839.0
V21A|144 Estadio Municipal de Los Andes|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Valparaíso|Los Andes|Los Andes|2018-04-10|2599-12-31|-32.839684|-70.60407|WGS84|837.0
V22A|137 Escuela Naval|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Valparaíso|Valparaíso|Valparaíso|2019-11-04|2599-12-31|-33.020233|-71.63582|WGS84|57.0
V23A|134 Estadio Italiano|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Valparaíso|Valparaíso|Viña del Mar|2015-04-30|2599-12-31|-33.031254|-71.583504|WGS84|76.0
V24A|153 Escuela Ingenieros Ejercito|C1|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Valparaíso|San Antonio|San Antonio|2015-04-27|2599-12-31|-33.62184|-71.61275|WGS84|32.0
RE01|155 3ra Comisaria Algarrobo|C|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Valparaíso|San Antonio|Algarrobo|2015-02-24|2599-12-31|-33.365414|-71.669022|WGS84|62.0
C02O|120 Tenencia Juntas del Toro|RN|CSN|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Coquimbo|Elqui|Vicuña|2016-11-02|2599-12-31|-29.976725|-70.094154|WGS84|2127.0
DSPA|Despedida Farm-Tierra del Fuego|AI|Antarctic Seismographic Argentinean Italian Networ|BHE;BHN;BHZ;MHE;MHN;MHZ|CMG-3T, 100 s 1500 V/m/s - DM24 MkII Differential;CMG-3T, 100 s, 1500 V/m/s-DM-24 Mk2 Differential,|No aplica|No aplica|No aplica|2003-01-01|2599-12-31|-53.9536|-68.2668|WGS84|151.0
ANTU|Antumapu|C|Chilean National Seismic Network|HNE;HNN;HNZ|Episensor, DC to >200 Hz,  5V differential full sc|Metropolitana de Santiago|Santiago|La Pintana|2002-09-09|2014-04-01|-33.5691|-70.6335|WGS84|640.0
BI04|Isla Mocha|C|Chilean National Seismic Network|BHE;BHN;BHZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LCE;LCQ;LHE;LHN;LHZ;VCO;VEA;VEC;VEP;VKI;VMU;VMV;VMW;VPB|Quanterra 330 Linear Phase Composite;Guralp CMG5T Sensor/Quanterra 330 Linear Phase Com;Nanometrics Trillium 120 Sec Response/Quanterra 33|Biobío|Arauco|Lebu|2013-08-25|2015-05-11|-38.412|-73.8853|WGS84|61.0
CCH2|Chillan|C|Chilean National Seismic Network|ACE;BHE;BHN;BHZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LCE;LCQ;LHE;LHN;LHZ;LNE;LNN;LNZ;LOG;OCF;UHE;UHN;UHZ;VCO;VEA;VEC;VEP;VHE;VHN;VHZ;VKI;VM0;VM1;VM2;VM3;VM4;VM5;VM6;VPB|Quanterra 330 Linear Phase Composite;Episensor 200 Hz 2.5 Volt per g/Quanterra 330 Line;Nanometrics Trillium 40 Sec Response/Quanterra 330|Ñuble|Diguillín|Chillán|2011-01-01|2014-03-20|-36.603|-72.0778|WGS84|123.0
CCSP|Concepcion San Pedro|C|Chilean National Seismic Network|HNE;HNN;HNZ|Episensor 200 Hz 5 Volt per g/KMI Rock Acausal w 5|Biobío|Concepción|San Pedro de la Paz|2013-06-19|2599-12-31|-36.8442|-73.109|WGS84|84.0
CHRN|Cochrane|C|Chilean National Seismic Network|ACE;BHE;BHN;BHZ;HHE;HHN;HHZ;LCE;LCQ;LHE;LHN;LHZ;LOG;OCF;UHE;UHN;UHZ;VCO;VEA;VEC;VEP;VHE;VHN;VHZ;VKI;VM0;VM1;VM2;VM3;VM4;VM5;VM6;VPB|Quanterra 330 Linear Phase Composite;Nanometrics Trillium 40 Sec Response/Quanterra 330|Aysén del General Carlos Ibáñez del Campo|Capitán Prat|Cochrane|2010-07-16|2012-12-15|-47.1457|-72.7525|WGS84|198.0
CLCH|Cerro Calan|C|Chilean National Seismic Network|BHE;BHN;BHZ;HHE;HHN;HHZ;LHE;LHN;LHZ;VHE;VHN;VHZ|STS-2, 120 s, 1500 V/m/s, generation 2 electronics|Metropolitana de Santiago|Santiago|Las Condes|2002-04-30|2014-10-01|-33.3962|-70.5368|WGS84|865.0
COCH|Cobquecura|C|Chilean National Seismic Network|BHE;BHN;BHZ;LOG|Reftek 130 Datalogger;Guralp CMG40T_30sec/Reftek 130 Datalogger|Ñuble|Itata|Cobquecura|2011-01-01|2014-01-27|-36.1313|-72.7884|WGS84|23.0
FAR1|FAR1|C|Chilean National Seismic Network|ACE;BHE;BHN;BHZ;HHE;HHN;HHZ;HNE;HNN;HNZ;LCE;LCQ;LHE;LHN;LHZ;LNE;LNN;LNZ;LOG;OCF;UHE;UHN;UHZ;VCO;VEA;VEC;VEP;VHE;VHN;VHZ;VKI;VM0;VM1;VM2;VM3;VM4;VM5;VM6;VPB|Quanterra 330 Linear Phase Composite;Episensor 200 Hz 2.5 Volt per g/Quanterra 330 Line;Nanometrics Trillium 40 Sec Response/Quanterra 330|Metropolitana de Santiago|Santiago|Lo Barnechea|2011-01-01|2599-12-31|-33.3377|-70.2994|WGS84|2770.0
FSR|Falla de San Ramon|C|Chilean National Seismic Network|BNE;BNN;BNZ|Episensor, DC to >200 Hz,  5V differential full sc|Metropolitana de Santiago|Santiago|Cerrillos|2003-06-27|2015-12-10|-33.4785|-70.694|WGS84|781.0
GO01|Chusmiza, Chile|C|Chilean National Seismic Network|ACE;BDF;BDO;BHE;BHN;BHZ;HNE;HNN;HNZ;LCE;LCO;LCQ;LDF;LDM;LDO;LDV;LEH;LEP;LER;LEW;LHE;LHN;LHZ;LIM;LIO;LKH;LKM;LKO;LNE;LNN;LNZ;LOG;LRH;LRO;LWD;LWS;OCF;UHE;UHN;UHZ;VCO;VEA;VEC;VEP;VHE;VHN;VHZ;VKI;VM0;VM1;VM2;VM3;VM4;VM5;VM6;VPB|NCPA microbarometer/Q330 w/Environmental Processor;Quanterra 330 Linear Phase Composite;Nanometrics Trillium 240 Sec Response sn 400 and a;qep, w/ fixed vaisala wxt250 weather station;Episensor 200 Hz 10 Volt per g/Quanterra 330 Linea;Setra 278 microbarometer - High Altitude/Q330 w/En;Q330 w/Environmental Processor, fixed State of Hea|Tarapacá|Tamarugal|Huara|2011-08-01|2599-12-31|-19.6685|-69.1942|WGS84|3809.0
GO02|Mina Guanaco, Chile|C|Chilean National Seismic Network|ACE;BDF;BDO;BHE;BHN;BHZ;HNE;HNN;HNZ;LCE;LCO;LCQ;LDF;LDM;LDO;LDV;LEH;LEP;LER;LEW;LHE;LHN;LHZ;LIM;LIO;LKH;LKM;LKO;LNE;LNN;LNZ;LOG;LRH;LRO;LWD;LWS;OCF;UHE;UHN;UHZ;VCO;VEA;VEC;VEP;VHE;VHN;VHZ;VKI;VM0;VM1;VM2;VM3;VM4;VM5;VM6;VPB|NCPA microbarometer/Q330 w/Environmental Processor;Quanterra 330 Linear Phase Composite;Nanometrics Trillium 240 Sec Response sn 400 and a;qep, w/ fixed vaisala wxt250 weather station;Episensor 200 Hz 10 Volt per g/Quanterra 330 Linea;Setra 278 microbarometer - High Altitude/Q330 w/En;Q330 w/Environmental Processor, fixed State of Hea|Antofagasta|Antofagasta|Taltal|2011-08-01|2599-12-31|-25.1626|-69.5904|WGS84|2550.0
